1	597
2	327
3	512
4	639
5	31
6	432
7	151
8	235
9	356
10	550
11	589
12	368
13	458
14	577
15	392
16	572
17	66
18	520
19	379
20	566
21	720
22	644
23	480
24	640
25	269
26	306
27	138
28	279
29	206
30	672
31	195
32	154
33	221
34	192
35	147
36	445
37	329
38	317
39	598
40	384
41	731
42	28
43	770
44	553
45	374
46	131
47	349
48	417
49	210
50	706
51	73
52	50
53	777
54	407
55	570
56	264
57	544
58	624
59	15
60	311
61	351
62	576
63	681
64	243
65	467
66	516
67	300
68	123
69	729
70	457
71	20
72	376
73	618
74	411
75	365
76	737
77	51
78	484
79	508
80	385
81	387
82	127
83	563
84	230
85	229
86	554
87	22
88	683
89	542
90	172
91	700
92	555
93	664
94	426
95	424
96	88
97	500
98	485
99	270
100	503
101	77
102	35
103	378
104	318
105	220
106	687
107	204
108	459
109	29
110	559
111	360
112	506
113	55
114	103
115	456
116	182
117	335
118	499
119	128
120	442
121	89
122	193
123	479
124	418
125	268
126	656
127	759
128	524
129	497
130	362
131	191
132	632
133	694
134	689
135	149
136	652
137	675
138	404
139	117
140	209
141	382
142	641
143	11
144	348
145	142
146	431
147	742
148	604
149	199
150	650
151	213
152	108
153	105
154	677
155	659
156	610
157	743
158	214
159	620
160	603
161	211
162	106
163	126
164	4
165	745
166	27
167	323
168	43
169	359
170	736
171	466
172	523
173	282
174	476
175	94
176	60
177	719
178	474
179	564
180	724
181	256
182	40
183	521
184	7
185	74
186	739
187	208
188	537
189	120
190	711
191	67
192	291
193	507
194	409
195	549
196	52
197	517
198	331
199	472
200	146
201	237
202	373
203	645
204	415
205	573
206	361
207	201
208	207
209	37
210	615
211	440
212	451
213	153
214	320
215	501
216	765
217	102
218	288
219	76
220	768
221	425
222	698
223	395
224	477
225	707
226	110
227	240
228	234
229	761
230	253
231	375
232	277
233	529
234	205
235	188
236	3
237	124
238	635
239	334
240	8
241	674
242	580
243	107
244	72
245	629
246	627
247	678
248	413
249	36
250	531
251	136
252	322
253	717
254	92
255	342
256	53
257	470
258	423
259	515
260	422
261	164
262	350
263	179
264	721
265	410
266	170
267	471
268	48
269	186
270	366
271	760
272	145
273	433
274	39
275	757
276	741
277	638
278	197
279	585
280	593
281	25
282	568
283	734
284	567
285	679
286	312
287	396
288	628
289	586
290	101
291	84
292	157
293	135
294	526
295	518
296	630
297	693
298	673
299	592
300	533
301	148
302	581
303	727
304	752
305	44
306	611
307	328
308	250
309	10
310	364
311	532
312	299
313	669
314	99
315	167
316	528
317	468
318	571
319	406
320	292
321	682
322	296
323	540
324	231
325	697
326	613
327	647
328	198
329	293
330	150
331	560
332	584
333	444
334	325
335	405
336	655
337	646
338	443
339	87
340	495
341	47
342	666
343	337
344	686
345	86
346	177
347	455
348	446
349	412
350	224
351	449
352	448
353	219
354	637
355	343
356	429
357	722
358	189
359	648
360	181
361	156
362	574
363	232
364	494
365	621
366	535
367	111
368	100
369	436
370	109
371	346
372	130
373	302
374	482
375	218
376	65
377	749
378	251
379	403
380	285
381	713
382	121
383	565
384	726
385	261
386	308
387	389
388	778
389	756
390	569
391	619
392	344
393	132
394	594
395	225
396	558
397	68
398	546
399	353
400	561
401	226
402	633
403	732
404	454
405	324
406	200
407	738
408	287
409	228
410	115
411	452
412	462
413	56
414	284
415	755
416	93
417	460
418	42
419	71
420	355
421	289
422	246
423	453
424	163
425	354
426	336
427	303
428	161
429	30
430	643
431	486
432	725
433	740
434	290
435	158
436	367
437	685
438	1
439	776
440	394
441	203
442	58
443	104
444	352
445	202
446	165
447	699
448	162
449	304
450	688
451	575
452	609
453	255
454	125
455	536
456	184
457	530
458	23
459	265
460	481
461	272
462	217
463	636
464	305
465	557
466	160
467	61
468	548
469	599
470	118
471	514
472	233
473	281
474	316
475	434
476	330
477	310
478	276
479	321
480	183
481	509
482	543
483	174
484	54
485	245
486	90
487	684
488	238
489	85
490	696
491	730
492	773
493	178
494	212
495	140
496	746
497	670
498	62
499	315
500	372
501	492
502	447
503	298
504	642
505	606
506	266
507	465
508	754
509	129
510	386
511	159
512	260
513	539
514	16
515	716
516	340
517	519
518	46
519	488
520	171
521	733
522	19
523	12
524	692
525	295
526	134
527	141
528	326
529	547
530	769
531	708
532	723
533	383
534	461
535	283
536	307
537	430
538	712
539	774
540	493
541	271
542	705
543	534
544	155
545	525
546	419
547	469
548	665
549	602
550	258
551	133
552	437
553	438
554	98
555	663
556	748
557	345
558	26
559	5
560	772
561	651
562	505
563	371
564	97
565	744
566	241
567	57
568	380
569	357
570	605
571	393
572	504
573	297
574	17
575	450
576	139
577	588
578	408
579	96
580	753
581	600
582	59
583	498
584	715
585	556
586	427
587	248
588	649
589	187
590	527
591	175
592	750
593	223
594	626
595	13
596	595
597	608
598	661
599	95
600	239
601	709
602	590
603	152
604	45
605	690
606	695
607	704
608	662
609	338
610	766
611	236
612	441
613	718
614	83
615	551
616	616
617	242
618	775
619	552
620	401
621	143
622	176
623	473
624	252
625	116
626	333
627	483
628	18
629	398
630	82
631	420
632	332
633	114
634	81
635	779
636	381
637	591
638	69
639	273
640	490
641	390
642	680
643	274
644	80
645	247
646	377
647	771
648	587
649	2
650	489
651	185
652	21
653	49
654	399
655	582
656	496
657	657
658	762
659	358
660	75
661	267
662	263
663	668
664	137
665	475
666	612
667	601
668	194
669	764
670	369
671	435
672	78
673	463
674	703
675	280
676	34
677	259
678	319
679	38
680	714
681	545
682	166
683	735
684	402
685	701
686	747
687	173
688	538
689	254
690	416
691	169
692	122
693	625
694	6
695	180
696	513
697	428
698	91
699	728
700	314
701	286
702	660
703	227
704	578
705	112
706	113
707	511
708	614
709	607
710	487
711	758
712	491
713	654
714	622
715	671
716	32
717	168
718	676
719	347
720	41
721	257
722	294
723	478
724	667
725	763
726	562
727	397
728	579
729	262
730	541
731	710
732	414
733	370
734	522
735	400
736	596
737	391
738	751
739	24
740	631
741	653
742	623
743	215
744	301
745	388
746	634
747	275
748	196
749	190
750	216
751	439
752	583
753	313
754	144
755	617
756	79
757	64
758	341
759	14
760	309
761	278
762	658
763	464
764	63
765	119
766	510
767	767
768	9
769	222
770	249
771	70
772	339
773	421
