1	852
2	474
3	807
4	271
5	554
6	45
7	528
8	487
9	699
10	148
11	174
12	114
13	447
14	634
15	396
16	800
17	408
18	215
19	76
20	212
21	707
22	172
23	710
24	861
25	127
26	170
27	455
28	356
29	674
30	666
31	206
32	510
33	940
34	601
35	462
36	694
37	571
38	145
39	702
40	449
41	388
42	370
43	277
44	504
45	684
46	219
47	748
48	292
49	142
50	739
51	312
52	164
53	13
54	161
55	278
56	648
57	109
58	51
59	812
60	362
61	567
62	95
63	568
64	514
65	907
66	288
67	243
68	128
69	399
70	810
71	686
72	787
73	306
74	741
75	834
76	28
77	163
78	498
79	417
80	639
81	452
82	592
83	465
84	475
85	322
86	728
87	478
88	55
89	769
90	944
91	302
92	285
93	428
94	102
95	641
96	565
97	785
98	689
99	367
100	131
101	270
102	315
103	77
104	943
105	502
106	71
107	500
108	468
109	157
110	432
111	405
112	910
113	540
114	860
115	136
116	111
117	738
118	520
119	854
120	422
121	29
122	794
123	56
124	626
125	237
126	313
127	317
128	42
129	93
130	653
131	50
132	777
133	240
134	65
135	868
136	11
137	256
138	337
139	598
140	368
141	803
142	117
143	545
144	226
145	381
146	386
147	625
148	361
149	196
150	961
151	434
152	973
153	4
154	195
155	908
156	665
157	692
158	937
159	865
160	86
161	711
162	814
163	291
164	845
165	981
166	965
167	613
168	80
169	218
170	327
171	280
172	94
173	241
174	524
175	459
176	60
177	918
178	169
179	53
180	952
181	676
182	720
183	7
184	936
185	139
186	325
187	505
188	79
189	552
190	680
191	766
192	477
193	340
194	833
195	697
196	877
197	230
198	824
199	91
200	718
201	573
202	342
203	352
204	516
205	615
206	224
207	752
208	876
209	954
210	400
211	905
212	658
213	932
214	433
215	154
216	705
217	558
218	34
219	789
220	448
221	10
222	1
223	151
224	518
225	660
226	778
227	870
228	146
229	559
230	375
231	85
232	740
233	955
234	429
235	453
236	276
237	47
238	527
239	326
240	561
241	842
242	213
243	663
244	225
245	284
246	661
247	543
248	889
249	507
250	480
251	919
252	488
253	275
254	347
255	251
256	582
257	311
258	650
259	227
260	678
261	490
262	335
263	548
264	442
265	982
266	419
267	878
268	166
269	604
270	649
271	305
272	35
273	378
274	915
275	391
276	168
277	735
278	629
279	575
280	790
281	858
282	191
283	631
284	850
285	837
286	591
287	89
288	97
289	838
290	538
291	599
292	118
293	967
294	401
295	456
296	841
297	974
298	5
299	855
300	155
301	108
302	308
303	366
304	204
305	135
306	795
307	38
308	233
309	602
310	513
311	281
312	926
313	373
314	662
315	922
316	672
317	617
318	100
319	763
320	758
321	801
322	725
323	379
324	499
325	827
326	976
327	872
328	18
329	287
330	427
331	6
332	830
333	274
334	376
335	48
336	147
337	214
338	856
339	503
340	116
341	911
342	72
343	611
344	303
345	782
346	734
347	969
348	917
349	115
350	413
351	140
352	492
353	902
354	124
355	409
356	771
357	566
358	229
359	647
360	866
361	757
362	309
363	49
364	892
365	574
366	885
367	521
368	572
369	25
370	537
371	22
372	332
373	441
374	39
375	971
376	106
377	894
378	846
379	953
380	714
381	36
382	900
383	970
384	621
385	664
386	960
387	765
388	203
389	942
390	339
391	265
392	435
393	941
394	239
395	184
396	19
397	331
398	377
399	570
400	562
401	553
402	880
403	167
404	330
405	759
406	618
407	579
408	258
409	469
410	560
411	874
412	539
413	20
414	732
415	632
416	586
417	254
418	695
419	268
420	181
421	809
422	54
423	52
424	610
425	133
426	523
427	247
428	40
429	895
430	764
431	701
432	338
433	113
434	832
435	762
436	351
437	977
438	816
439	849
440	122
441	300
442	972
443	704
444	171
445	37
446	630
447	979
448	713
449	716
450	182
451	257
452	143
453	345
454	129
455	105
456	673
457	930
458	633
459	796
460	483
461	511
462	501
463	608
464	198
465	587
466	231
467	938
468	642
469	529
470	68
471	898
472	261
473	831
474	473
475	255
476	188
477	875
478	387
479	364
480	551
481	896
482	385
483	289
484	98
485	180
486	957
487	162
488	590
489	637
490	848
491	190
492	651
493	888
494	927
495	750
496	947
497	209
498	550
499	382
500	729
501	984
502	134
503	709
504	533
505	137
506	73
507	197
508	267
509	751
510	353
511	931
512	183
513	125
514	770
515	238
516	360
517	472
518	371
519	372
520	470
521	359
522	840
523	283
524	202
525	415
526	222
527	96
528	46
529	826
530	726
531	836
532	336
533	747
534	724
535	187
536	884
537	779
538	616
539	881
540	978
541	923
542	643
543	402
544	614
545	635
546	799
547	534
548	869
549	821
550	825
551	963
552	484
553	15
554	638
555	403
556	132
557	380
558	797
559	623
560	31
561	17
562	443
563	301
564	296
565	557
566	820
567	496
568	189
569	112
570	493
571	103
572	420
573	906
574	210
575	466
576	593
577	59
578	407
579	921
580	211
581	444
582	596
583	681
584	201
585	811
586	235
587	624
588	958
589	293
590	897
591	688
592	269
593	531
594	186
595	341
596	904
597	21
598	628
599	733
600	344
601	450
602	742
603	873
604	793
605	532
606	679
607	110
608	964
609	509
610	314
611	304
612	354
613	744
614	600
615	727
616	438
617	950
618	712
619	761
620	406
621	310
622	394
623	250
624	669
625	87
626	805
627	104
628	398
629	775
630	272
631	655
632	909
633	912
634	479
635	193
636	542
637	595
638	424
639	295
640	318
641	935
642	467
643	772
644	355
645	176
646	959
647	920
648	177
649	464
650	264
651	780
652	446
653	259
654	223
655	90
656	84
657	495
658	121
659	756
660	119
661	436
662	675
663	817
664	152
665	580
666	806
667	416
668	348
669	526
670	913
671	754
672	3
673	8
674	485
675	835
676	645
677	767
678	883
679	41
680	656
681	63
682	138
683	903
684	126
685	983
686	69
687	144
688	899
689	389
690	563
691	612
692	577
693	933
694	220
695	934
696	383
697	578
698	107
699	721
700	165
701	421
702	924
703	743
704	690
705	62
706	159
707	776
708	659
709	886
710	882
711	266
712	78
713	437
714	828
715	657
716	541
717	153
718	773
719	58
720	671
721	430
722	703
723	410
724	279
725	83
726	82
727	700
728	715
729	879
730	693
731	440
732	605
733	217
734	786
735	808
736	481
737	619
738	519
739	555
740	363
741	677
742	839
743	425
744	173
745	583
746	717
747	321
748	307
749	32
750	730
751	530
752	774
753	781
754	535
755	350
756	564
757	392
758	546
759	784
760	829
761	454
762	736
763	929
764	928
765	867
766	246
767	945
768	871
769	753
770	646
771	791
772	706
773	691
774	23
775	737
776	298
777	199
778	463
779	175
780	864
781	536
782	194
783	228
784	588
785	249
786	723
787	404
788	792
789	486
790	890
791	426
792	901
793	333
794	815
795	476
796	722
797	956
798	576
799	916
800	853
801	668
802	685
803	925
804	242
805	968
806	844
807	328
808	431
809	719
810	696
811	607
812	334
813	451
814	299
815	683
816	627
817	2
818	460
819	418
820	390
821	489
822	357
823	343
824	506
825	30
826	66
827	423
828	818
829	200
830	88
831	158
832	120
833	847
834	101
835	414
836	822
837	253
838	606
839	236
840	14
841	746
842	445
843	948
844	99
845	458
846	597
847	178
848	482
849	67
850	556
851	962
852	286
853	192
854	457
855	749
856	207
857	594
858	804
859	544
860	64
861	349
862	252
863	891
864	282
865	156
866	393
867	346
868	329
869	24
870	461
871	980
872	491
873	26
874	494
875	248
876	760
877	636
878	893
879	12
880	297
881	755
882	547
883	369
884	384
885	584
886	522
887	27
888	43
889	698
890	123
891	512
892	316
893	862
894	508
895	216
896	640
897	949
898	323
899	687
900	497
901	374
902	439
903	9
904	951
905	57
906	788
907	682
908	471
909	589
910	74
911	985
912	232
913	75
914	857
915	783
916	525
917	294
918	358
919	939
920	914
921	863
922	802
923	92
924	16
925	185
926	515
927	569
928	517
929	149
930	585
931	245
932	708
933	290
934	654
935	798
936	44
937	179
938	887
939	412
940	320
941	397
942	966
943	670
944	644
945	859
946	273
947	813
948	208
949	946
950	150
